symbol,buyOrderPrice1,buyOrderQty1,sellOrderPrice1,sellQty1,lastTradedPrice,underLyingLtp,futuresLtp,spread,spreadPer,openPositions,annualisedYieldPer,volume,turnOver,transactionValue,caExpDate,ca,meta,series_key,snapshot_date
AUROPHARMA,0.0,0,0.0,0,0.0,1679.8,1676.2,3.6,0.21,0,0.0,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},O2,2026-09-13
BANKBARODA,0.0,0,0.0,0,0.0,238.13,237.71,0.42,0.18,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},O2,2026-09-13
IEX,0.0,0,0.0,0,0.0,113.88,113.69,0.19,0.17,0,0.0,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},O2,2026-09-13
MAZDOCK,0.0,0,0.0,0,0.0,2339.0,2335.4,3.6,0.15,0,0.0,0,0.0,0.0,20-Aug-2026,DIVIDEND - RS 4.62 PER SHARE 20-Aug-2026,{'isSLBSec': True},O2,2026-09-13
FEDERALBNK,0.0,0,0.0,0,0.0,344.5,344.05,0.45,0.13,0,0.0,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},O2,2026-09-13
GODREJCP,0.0,0,0.0,0,0.0,865.0,863.9,1.1,0.13,0,0.0,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},O2,2026-09-13
PIDILITIND,0.0,0,0.0,0,0.0,1566.9,1564.9,2.0,0.13,0,0.0,0,0.0,0.0,23-Jul-2026,DIVIDEND - RS 11.50 PER SHARE 23-Jul-2026,{'isSLBSec': True},O2,2026-09-13
MOTHERSON,0.0,0,0.0,0,0.0,164.45,164.27,0.18,0.11,0,0.0,0,0.0,0.0,14-Jul-2026,DIVIDEND - RS 0.25 PER SHARE 14-Jul-2026,{'isSLBSec': True},O2,2026-09-13
MAXHEALTH,0.0,0,0.0,0,0.0,1037.7,1036.6,1.1,0.11,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},O2,2026-09-13
GODFRYPHLP,0.0,0,0.0,0,0.0,1927.0,1925.0,2.0,0.1,0,0.0,0,0.0,0.0,11-Aug-2026,DIVIDEND - RS 33 PER SH 11-Aug-2026,{'isSLBSec': True},O2,2026-09-13
ABB,0.0,0,0.0,0,0.0,7274.0,7267.0,7.0,0.1,0,0.0,0,0.0,0.0,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},O2,2026-09-13
RVNL,0.0,0,0.0,0,0.0,204.9,204.71,0.19,0.09,0,0.0,0,0.0,0.0,18-Aug-2026,DIVIDEND - RE 0.71 PER SHARE 18-Aug-2026,{'isSLBSec': True},O2,2026-09-13
BANDHANBNK,0.0,0,0.0,0,0.0,176.52,176.36,0.16,0.09,0,0.0,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},O2,2026-09-13
TRENT,0.0,0,0.0,0,0.0,2802.4,2799.9,2.5,0.09,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},O2,2026-09-13
NAM-INDIA,0.0,0,0.0,0,0.0,1189.6,1188.6,1.0,0.08,0,0.0,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},O2,2026-09-13
JSWENERGY,0.0,0,0.0,0,0.0,526.45,526.1,0.35,0.07,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},O2,2026-09-13
AMBER,0.0,0,0.0,0,0.0,7245.0,7240.0,5.0,0.07,0,0.0,0,0.0,0.0,02-Aug-2024,ANNUAL GENERAL MEETING 02-Aug-2024,{'isSLBSec': True},O2,2026-09-13
HYUNDAI,0.0,0,0.0,0,0.0,2174.0,2173.0,1.0,0.05,0,0.0,0,0.0,0.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},O2,2026-09-13
SHREECEM,0.0,0,0.0,0,0.0,22570.0,22560.0,10.0,0.04,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 70 PER SHARE 17-Jul-2026,{'isSLBSec': True},O2,2026-09-13
INOXWIND,0.0,0,0.0,0,0.0,76.5,76.47,0.03,0.04,0,0.0,0,0.0,0.0,29-Jul-2025,RIGHTS 5:78 @ PREMIUM RS 110/- 29-Jul-2025,{'isSLBSec': True},O2,2026-09-13
PAGEIND,0.0,0,0.0,0,0.0,35365.0,35355.0,10.0,0.03,0,0.0,0,0.0,0.0,19-Aug-2026,INTERIM DIVIDEND - RS 200 PER SHARE 19-Aug-2026,{'isSLBSec': True},O2,2026-09-13
POWERGRID,0.0,0,0.0,0,0.0,269.1,269.05,0.05,0.02,0,0.0,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},O2,2026-09-13
ICICIPRULI,0.0,0,0.0,0,0.0,471.5,471.4,0.1,0.02,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 1.65 PER SHARE 05-Jun-2026,{'isSLBSec': True},O2,2026-09-13
MANKIND,0.0,0,0.0,0,0.0,2280.0,2279.9,0.1,0.0,0,0.0,0,0.0,0.0,08-Aug-2025,INTERIM DIVIDEND - RE 1  PER SHARE 08-Aug-2025,{'isSLBSec': True},O2,2026-09-13
KAYNES,10.0,182,15.0,56,10.0,3505.0,3418.0,87.0,2.48,229573,4.53,81,810.0,284229.0,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},XO,2026-09-13
PIIND,5.0,50,20.0,145,20.0,2259.0,2228.6,30.4,1.35,667847,14.05,71,1414.32,169335.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},XO,2026-09-13
MANAPPURAM,0.0,0,0.5,300,0.0,329.0,325.05,3.95,1.2,0,1.06,0,0.0,0.0,17-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 17-Aug-2026,{'isSLBSec': True},XO,2026-09-13
WIPRO,0.22,15000,1.7,589,1.75,167.4,165.41,1.99,1.19,54522025,16.59,1601996,2338914.16,269215427.8,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},XO,2026-09-13
BDL,1.5,600,7.9,513,7.9,1190.0,1179.1,10.9,0.92,665751,10.54,3499,25542.7,4208947.1,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},XO,2026-09-13
LTM,5.0,1500,30.0,191,30.0,4275.0,4243.6,31.4,0.73,1045361,11.14,4557,145459.44,20069028.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},XO,2026-09-13
BLUESTARCO,7.1,6,14.5,50,14.5,1558.0,1547.3,10.7,0.69,1747280,14.77,129440,1466555.2,197849040.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},XO,2026-09-13
HAVELLS,2.0,1,8.0,9324,0.0,1111.0,1103.5,7.5,0.68,953497,11.43,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},XO,2026-09-13
KFINTECH,0.12,45,17.3,50,22.0,900.0,894.2,5.8,0.64,697443,38.79,1561,14033.39,1437681.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},XO,2026-09-13
OFSS,23.0,100,75.0,45,75.0,11763.0,11692.0,71.0,0.6,59474,10.12,13000,435760.0,153400000.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},XO,2026-09-13
GMRAIRPORT,0.21,9600,0.75,11416,0.75,97.98,97.52,0.46,0.47,873056,12.15,834611,425651.61,81967146.31,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},XO,2026-09-13
CDSL,0.01,425,0.5,16,0.01,1360.0,1355.4,4.6,0.34,13744,0.01,45,0.45,60975.45,17-Jul-2026,DIVIDEND - RS 12.75 PER SHARE 17-Jul-2026,{'isSLBSec': True},XO,2026-09-13
OIL,0.0,0,0.49,11098,0.0,489.8,488.4,1.4,0.29,37012,1.59,0,0.0,0.0,04-Sep-2026,DIVIDEND - RE 1 PER SHARE 04-Sep-2026,{'isSLBSec': True},XO,2026-09-13
PATANJALI,0.0,0,0.81,314,0.0,341.0,340.0,1.0,0.29,1091,17.45,0,0.0,0.0,21-Aug-2026,INTERIM DIVIDEND - RE 0.80 PER SHARE 21-Aug-2026,{'isSLBSec': True},XO,2026-09-13
CIPLA,0.0,0,1.0,1933,1.0,1366.0,1362.3,3.7,0.27,3840,1.16,850,850.0,1168155.0,05-Jun-2026,DIVIDEND - RS 13 PER SHARE 05-Jun-2026,{'isSLBSec': True},XO,2026-09-13
VMM,0.0,0,0.71,100,0.0,101.71,101.45,0.26,0.26,102438,0.47,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
GRASIM,0.7,280,2.0,1809,2.0,3281.9,3273.8,8.1,0.25,222639,0.97,60283,186877.3,200199843.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},XO,2026-09-13
PETRONET,0.0,0,1.0,6500,0.0,287.2,286.5,0.7,0.24,446292,5.53,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 3 PER SHARE 12-Jun-2026,{'isSLBSec': True},XO,2026-09-13
BAJAJHLDNG,0.05,75,5.95,100,5.99,11134.0,11109.0,25.0,0.22,16745,0.85,850,5193.5,9348291.5,30-Jun-2026,DIVIDEND - RS 80 PER SHARE & SPECIAL DIVIDEND RS 50 PER SHARE 30-Jun-2026,{'isSLBSec': True},XO,2026-09-13
JINDALSTEL,0.0,0,1.92,150,0.0,1120.5,1118.1,2.4,0.21,33750,2.8,0,0.0,0.0,21-Aug-2026,DIVIDEND - RS 2 PER SHARE 21-Aug-2026,{'isSLBSec': True},XO,2026-09-13
AUROPHARMA,0.0,0,3.8,120,0.0,1679.8,1676.2,3.6,0.21,11916,4.72,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},XO,2026-09-13
BANKBARODA,0.0,0,0.25,712,0.0,238.13,237.71,0.42,0.18,90,2.27,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},XO,2026-09-13
IEX,0.0,0,0.2,501,0.0,113.88,113.69,0.19,0.17,3548,3.48,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},XO,2026-09-13
MAZDOCK,0.0,0,5.0,253,0.0,2339.0,2335.4,3.6,0.15,463024,0.68,0,0.0,0.0,20-Aug-2026,DIVIDEND - RS 4.62 PER SHARE 20-Aug-2026,{'isSLBSec': True},XO,2026-09-13
FEDERALBNK,0.0,0,0.45,3000,0.48,344.5,344.05,0.45,0.13,261076,2.21,5000,2300.0,1732400.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},XO,2026-09-13
GODREJCP,0.0,0,1.98,400,0.0,865.0,863.9,1.1,0.13,2213,3.61,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},XO,2026-09-13
PIDILITIND,0.0,0,0.9,998,0.0,1566.9,1564.9,2.0,0.13,52309,1.21,0,0.0,0.0,23-Jul-2026,DIVIDEND - RS 11.50 PER SHARE 23-Jul-2026,{'isSLBSec': True},XO,2026-09-13
MOTHERSON,0.0,0,0.45,350,0.0,164.45,164.27,0.18,0.11,21827,2.9,0,0.0,0.0,14-Jul-2026,DIVIDEND - RS 0.25 PER SHARE 14-Jul-2026,{'isSLBSec': True},XO,2026-09-13
MAXHEALTH,0.0,0,3.5,48,0.0,1037.7,1036.6,1.1,0.11,20359,5.35,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},XO,2026-09-13
GODFRYPHLP,0.0,0,9.97,500,0.0,1927.0,1925.0,2.0,0.1,163439,3.29,0,0.0,0.0,11-Aug-2026,DIVIDEND - RS 33 PER SH 11-Aug-2026,{'isSLBSec': True},XO,2026-09-13
ABB,0.1,2500,8.99,100,0.0,7274.0,7267.0,7.0,0.1,137718,2.18,0,0.0,0.0,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},XO,2026-09-13
RVNL,0.07,542,0.24,100,0.24,204.9,204.71,0.19,0.09,2887671,1.86,450,108.0,92628.0,18-Aug-2026,DIVIDEND - RE 0.71 PER SHARE 18-Aug-2026,{'isSLBSec': True},XO,2026-09-13
BANDHANBNK,0.0,0,0.4,2963,0.0,176.52,176.36,0.16,0.09,693,3.51,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},XO,2026-09-13
TRENT,0.15,1000,2.51,12,0.0,2802.4,2799.9,2.5,0.09,2072344,0.01,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},XO,2026-09-13
NAM-INDIA,0.05,10000,4.9,110,0.0,1189.6,1188.6,1.0,0.08,982119,0.13,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},XO,2026-09-13
JSWENERGY,0.0,0,0.89,100,0.0,526.45,526.1,0.35,0.07,1763,2.62,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},XO,2026-09-13
AMBER,0.0,0,12.47,3,0.0,7245.0,7240.0,5.0,0.07,8146,8.76,0,0.0,0.0,02-Aug-2024,ANNUAL GENERAL MEETING 02-Aug-2024,{'isSLBSec': True},XO,2026-09-13
HYUNDAI,5.51,35,13.0,100,14.0,2174.0,2173.0,1.0,0.05,659618,10.22,6191,92617.36,13737829.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},XO,2026-09-13
SHREECEM,0.0,0,150.0,30,0.0,22570.0,22560.0,10.0,0.04,34244,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 70 PER SHARE 17-Jul-2026,{'isSLBSec': True},XO,2026-09-13
INOXWIND,0.0,0,0.21,300,0.0,76.5,76.47,0.03,0.04,19200,19.71,0,0.0,0.0,29-Jul-2025,RIGHTS 5:78 @ PREMIUM RS 110/- 29-Jul-2025,{'isSLBSec': True},XO,2026-09-13
PAGEIND,0.0,0,0.69,4,0.0,35365.0,35355.0,10.0,0.03,610,3.37,0,0.0,0.0,19-Aug-2026,INTERIM DIVIDEND - RS 200 PER SHARE 19-Aug-2026,{'isSLBSec': True},XO,2026-09-13
POWERGRID,0.0,0,0.18,4,0.0,269.1,269.05,0.05,0.02,28974,1.18,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},XO,2026-09-13
ICICIPRULI,0.0,0,4.49,300,0.0,471.5,471.4,0.1,0.02,45275,10.1,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 1.65 PER SHARE 05-Jun-2026,{'isSLBSec': True},XO,2026-09-13
MOTOUR,0.0,0,0.94,2054,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MID150BEES,0.0,0,0.41,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
KISSHT,0.0,0,5.0,805,0.0,0.0,0.0,0.0,0.0,6,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NUVOCO,0.0,0,4.0,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ALPHA,0.0,0,0.05,3244,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
LGEINDIA,0.0,0,2.0,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ENTERO,0.0,0,40.0,22,0.0,0.0,0.0,0.0,0.0,2259,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PICCADIL,0.0,0,3.0,800,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SIGNATURE,0.0,0,5.0,38,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MOBIKWIK,0.0,0,0.98,245,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PSUBANKADD,0.0,0,0.05,2751,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ONESOURCE,0.0,0,2.21,34,0.0,0.0,0.0,0.0,0.0,12,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SENORES,0.0,0,10.0,75,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MEDPLUS,0.0,0,5.0,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MAFANG,0.0,0,0.39,1,0.0,0.0,0.0,0.0,0.0,205000,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SGMART,0.0,0,0.98,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NEPHROPLUS,0.0,0,49.0,65,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
LENSKART,0.0,0,9.95,346,0.0,0.0,0.0,0.0,0.0,136011,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MAHKTECH,0.0,0,0.23,3000,0.0,0.0,0.0,0.0,0.0,100000,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
HEALTHY,0.0,0,2.0,1142,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MOVALUE,0.0,0,0.05,2010,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
LIQUIDCASE,0.0,0,0.48,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
GROWWRLTY,0.0,0,0.04,400,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MOCAPITAL,0.0,0,0.05,4691,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PVTBANKADD,0.0,0,0.05,7896,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
GROWWRAIL,0.0,0,0.05,3500,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PNGJL,0.0,0,1.04,85,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
AYE,0.0,0,3.0,580,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
BHARATCOAL,0.0,0,0.06,150,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
EMMVEE,0.0,0,7.06,69,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
LIQUIDADD,0.0,0,5.0,1995,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
EVINDIA,0.0,0,0.05,6801,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PWL,0.0,0,2.5,50,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NIFTYIETF,0.0,0,0.46,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ALOKINDS,0.02,1000,0.2,85000,0.0,0.0,0.0,0.0,0.0,10560749,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
GROWWMOM50,0.0,0,0.09,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MIDSMALL,0.0,0,0.09,100,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MASPTOP50,0.0,0,3.66,831,0.0,0.0,0.0,0.0,0.0,4791,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PINELABS,0.0,0,0.3,100,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MAKEINDIA,0.0,0,8.99,1329,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MOSMALL250,0.0,0,0.06,333,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NIVABUPA,0.0,0,0.9,6000,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
CHEMPLASTS,0.0,0,10.0,108,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ORKLAINDIA,0.0,0,3.57,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
CONSUMAXIS,0.0,0,0.36,71,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
METALIETF,0.0,0,0.02,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
METAL,0.0,0,0.03,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
KWIL,0.0,0,0.46,2000,0.0,0.0,0.0,0.0,0.0,3622,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SEDEMAC,0.0,0,25.0,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
AGARWALEYE,0.0,0,20.59,35,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MOSCHIP,0.0,0,3.4,240,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MIDCAPETF,0.0,0,0.04,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
JAINREC,0.0,0,0.7,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
EBGNG,0.0,0,0.93,815,0.0,0.0,0.0,0.0,0.0,85,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
CHEMICAL,0.0,0,0.05,7110,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
GROWWPOWER,0.0,0,0.05,21855,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SAILIFE,0.0,0,8.72,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PARKHOSPS,0.0,0,0.5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
HDFCSML250,0.0,0,0.05,1363,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
CONSUMBEES,0.0,0,0.05,1580,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
PHARMABEES,0.0,0,0.05,9036,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
AAVAS,0.0,0,3.0,1650,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MONQ50,0.0,0,2.0,329,0.0,0.0,0.0,0.0,0.0,6744,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SAMHI,0.0,0,0.98,74,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
TBOTEK,0.0,0,22.5,71,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
SAATVIKGL,0.0,0,2.3,32,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NIFTYCASE,0.0,0,0.73,50000,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NTPCGREEN,0.0,0,0.27,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
NEXT50,0.0,0,3.08,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
IT,0.0,0,0.05,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
MODEFENCE,0.0,0,0.18,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
OILIETF,0.0,0,0.02,7584,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ICICIB22,0.0,0,0.49,1166,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
STARHEALTH,0.0,0,15.0,64,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
ENERGY,0.0,0,0.05,2695,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},XO,2026-09-13
