symbol,buyOrderPrice1,buyOrderQty1,sellOrderPrice1,sellQty1,lastTradedPrice,underLyingLtp,futuresLtp,spread,spreadPer,openPositions,annualisedYieldPer,volume,turnOver,transactionValue,caExpDate,ca,meta,series_key,snapshot_date
PATANJALI,0.0,0,0.0,0,0.0,341.0,340.0,1.0,0.29,0,0.0,0,0.0,0.0,21-Aug-2026,INTERIM DIVIDEND - RE 0.80 PER SHARE 21-Aug-2026,{'isSLBSec': True},ON,2026-09-13
CIPLA,0.0,0,0.0,0,0.0,1366.0,1362.3,3.7,0.27,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 13 PER SHARE 05-Jun-2026,{'isSLBSec': True},ON,2026-09-13
VMM,0.0,0,0.0,0,0.0,101.71,101.45,0.26,0.26,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},ON,2026-09-13
GRASIM,0.0,0,0.0,0,0.0,3281.9,3273.8,8.1,0.25,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},ON,2026-09-13
PETRONET,0.0,0,0.0,0,0.0,287.2,286.5,0.7,0.24,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 3 PER SHARE 12-Jun-2026,{'isSLBSec': True},ON,2026-09-13
BAJAJHLDNG,0.0,0,0.0,0,0.0,11134.0,11109.0,25.0,0.22,0,0.0,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 80 PER SHARE & SPECIAL DIVIDEND RS 50 PER SHARE 30-Jun-2026,{'isSLBSec': True},ON,2026-09-13
JINDALSTEL,0.0,0,0.0,0,0.0,1120.5,1118.1,2.4,0.21,0,0.0,0,0.0,0.0,21-Aug-2026,DIVIDEND - RS 2 PER SHARE 21-Aug-2026,{'isSLBSec': True},ON,2026-09-13
AUROPHARMA,0.0,0,0.0,0,0.0,1679.8,1676.2,3.6,0.21,0,0.0,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},ON,2026-09-13
BANKBARODA,0.0,0,0.0,0,0.0,238.13,237.71,0.42,0.18,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},ON,2026-09-13
IEX,0.0,0,0.0,0,0.0,113.88,113.69,0.19,0.17,0,0.0,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},ON,2026-09-13
MAZDOCK,0.0,0,0.0,0,0.0,2339.0,2335.4,3.6,0.15,0,0.0,0,0.0,0.0,20-Aug-2026,DIVIDEND - RS 4.62 PER SHARE 20-Aug-2026,{'isSLBSec': True},ON,2026-09-13
FEDERALBNK,0.0,0,0.0,0,0.0,344.5,344.05,0.45,0.13,0,0.0,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},ON,2026-09-13
GODREJCP,0.0,0,0.0,0,0.0,865.0,863.9,1.1,0.13,0,0.0,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},ON,2026-09-13
PIDILITIND,0.0,0,0.0,0,0.0,1566.9,1564.9,2.0,0.13,0,0.0,0,0.0,0.0,23-Jul-2026,DIVIDEND - RS 11.50 PER SHARE 23-Jul-2026,{'isSLBSec': True},ON,2026-09-13
MOTHERSON,0.0,0,0.0,0,0.0,164.45,164.27,0.18,0.11,0,0.0,0,0.0,0.0,14-Jul-2026,DIVIDEND - RS 0.25 PER SHARE 14-Jul-2026,{'isSLBSec': True},ON,2026-09-13
MAXHEALTH,0.0,0,0.0,0,0.0,1037.7,1036.6,1.1,0.11,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},ON,2026-09-13
GODFRYPHLP,0.0,0,0.0,0,0.0,1927.0,1925.0,2.0,0.1,0,0.0,0,0.0,0.0,11-Aug-2026,DIVIDEND - RS 33 PER SH 11-Aug-2026,{'isSLBSec': True},ON,2026-09-13
ABB,0.0,0,0.0,0,0.0,7274.0,7267.0,7.0,0.1,0,0.0,0,0.0,0.0,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},ON,2026-09-13
RVNL,0.0,0,0.0,0,0.0,204.9,204.71,0.19,0.09,0,0.0,0,0.0,0.0,18-Aug-2026,DIVIDEND - RE 0.71 PER SHARE 18-Aug-2026,{'isSLBSec': True},ON,2026-09-13
BANDHANBNK,0.0,0,0.0,0,0.0,176.52,176.36,0.16,0.09,0,0.0,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},ON,2026-09-13
TRENT,0.0,0,0.0,0,0.0,2802.4,2799.9,2.5,0.09,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},ON,2026-09-13
NAM-INDIA,0.0,0,0.0,0,0.0,1189.6,1188.6,1.0,0.08,0,0.0,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},ON,2026-09-13
JSWENERGY,0.0,0,0.0,0,0.0,526.45,526.1,0.35,0.07,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},ON,2026-09-13
AMBER,0.0,0,0.0,0,0.0,7245.0,7240.0,5.0,0.07,0,0.0,0,0.0,0.0,02-Aug-2024,ANNUAL GENERAL MEETING 02-Aug-2024,{'isSLBSec': True},ON,2026-09-13
HYUNDAI,0.0,0,0.0,0,0.0,2174.0,2173.0,1.0,0.05,0,0.0,0,0.0,0.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},ON,2026-09-13
SHREECEM,0.0,0,0.0,0,0.0,22570.0,22560.0,10.0,0.04,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 70 PER SHARE 17-Jul-2026,{'isSLBSec': True},ON,2026-09-13
INOXWIND,0.0,0,0.0,0,0.0,76.5,76.47,0.03,0.04,0,0.0,0,0.0,0.0,29-Jul-2025,RIGHTS 5:78 @ PREMIUM RS 110/- 29-Jul-2025,{'isSLBSec': True},ON,2026-09-13
PAGEIND,0.0,0,0.0,0,0.0,35365.0,35355.0,10.0,0.03,0,0.0,0,0.0,0.0,19-Aug-2026,INTERIM DIVIDEND - RS 200 PER SHARE 19-Aug-2026,{'isSLBSec': True},ON,2026-09-13
POWERGRID,0.0,0,0.0,0,0.0,269.1,269.05,0.05,0.02,0,0.0,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},ON,2026-09-13
ICICIPRULI,0.0,0,0.0,0,0.0,471.5,471.4,0.1,0.02,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 1.65 PER SHARE 05-Jun-2026,{'isSLBSec': True},ON,2026-09-13
MANKIND,0.0,0,0.0,0,0.0,2280.0,2279.9,0.1,0.0,0,0.0,0,0.0,0.0,08-Aug-2025,INTERIM DIVIDEND - RE 1  PER SHARE 08-Aug-2025,{'isSLBSec': True},ON,2026-09-13
KAYNES,0.0,0,0.0,0,0.0,3505.0,3430.0,75.0,2.14,0,0.0,0,0.0,0.0,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},11,2026-09-13
PIIND,0.0,0,0.0,0,0.0,2259.0,2215.0,44.0,1.95,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},11,2026-09-13
BLUESTARCO,0.0,0,0.0,0,0.0,1558.0,1530.2,27.8,1.78,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},11,2026-09-13
LTM,0.0,0,0.0,0,0.0,4275.0,4211.1,63.9,1.49,0,0.0,0,0.0,0.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},11,2026-09-13
WIPRO,0.0,0,0.0,0,0.0,167.4,165.09,2.31,1.38,0,0.0,0,0.0,0.0,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},11,2026-09-13
BDL,0.0,0,0.0,0,0.0,1190.0,1174.2,15.8,1.33,0,0.0,0,0.0,0.0,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},11,2026-09-13
DIXON,0.0,0,0.0,0,0.0,13425.0,13287.0,138.0,1.03,0,0.0,0,0.0,0.0,16-Sep-2025,DIVIDEND - RS 8 PER SHARE 16-Sep-2025,{'isSLBSec': True},11,2026-09-13
LODHA,0.0,0,0.0,0,0.0,1116.9,1105.6,11.3,1.01,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 4.25 PER SHARE 07-Aug-2026,{'isSLBSec': True},11,2026-09-13
HAVELLS,0.0,0,0.0,0,0.0,1111.0,1102.3,8.7,0.78,0,0.0,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},11,2026-09-13
OFSS,0.0,0,0.0,0,0.0,11763.0,11689.0,74.0,0.63,0,0.0,0,0.0,0.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},11,2026-09-13
KFINTECH,0.0,0,0.0,0,0.0,900.0,894.45,5.55,0.62,0,0.0,0,0.0,0.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},11,2026-09-13
KEI,0.0,0,0.0,0,0.0,4578.0,4563.0,15.0,0.33,0,0.0,0,0.0,0.0,28-Jan-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 28-Jan-2026,{'isSLBSec': True},11,2026-09-13
HYUNDAI,0.0,0,0.0,0,0.0,2174.0,2167.0,7.0,0.32,0,0.0,0,0.0,0.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},11,2026-09-13
TECHM,0.0,0,0.0,0,0.0,1541.0,1536.8,4.2,0.27,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 36 PER SHARE 03-Jul-2026,{'isSLBSec': True},11,2026-09-13
NAM-INDIA,0.0,0,0.0,0,0.0,1189.6,1187.1,2.5,0.21,0,0.0,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},11,2026-09-13
SIEMENS,0.0,0,0.0,0,0.0,3957.0,3949.0,8.0,0.2,0,0.0,0,0.0,0.0,29-Jul-2026,DIVIDEND - RS 18 PER SHARE 29-Jul-2026,{'isSLBSec': True},11,2026-09-13
HCLTECH,0.0,0,0.0,0,0.0,1206.1,1204.2,1.9,0.16,0,0.0,0,0.0,0.0,17-Jul-2026,INTERIM DIVIDEND - RS 12 PER SHARE 17-Jul-2026,{'isSLBSec': True},11,2026-09-13
PERSISTENT,0.0,0,0.0,0,0.0,5516.0,5508.5,7.5,0.14,0,0.0,0,0.0,0.0,27-Jul-2026,DIVIDEND - RS 18 PER SHARE 27-Jul-2026,{'isSLBSec': True},11,2026-09-13
BAJAJHLDNG,0.0,0,0.0,0,0.0,11134.0,11118.0,16.0,0.14,0,0.0,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 80 PER SHARE & SPECIAL DIVIDEND RS 50 PER SHARE 30-Jun-2026,{'isSLBSec': True},11,2026-09-13
JUBLFOOD,0.0,0,0.0,0,0.0,470.25,469.7,0.55,0.12,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 1.20 PER SHARE 17-Jul-2026,{'isSLBSec': True},11,2026-09-13
NHPC,0.0,0,0.0,0,0.0,76.38,76.3,0.08,0.1,0,0.0,0,0.0,0.0,12-Aug-2026,DIVIDEND - RE 0.21 PER SH 12-Aug-2026,{'isSLBSec': True},11,2026-09-13
GMRAIRPORT,0.0,0,0.0,0,0.0,97.98,97.95,0.03,0.03,0,0.0,0,0.0,0.0,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},11,2026-09-13
NMDC,0.0,0,0.0,0,0.0,82.4,82.38,0.02,0.02,0,0.0,0,0.0,0.0,13-Feb-2026,INTERIM DIVIDEND - RS 2.50 PER SHARE 13-Feb-2026,{'isSLBSec': True},11,2026-09-13
RAIN,0.0,0,4.88,380,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,14-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 14-Aug-2026,{'isSLBSec': True},11,2026-09-13
CASTROLIND,0.0,0,2.99,667,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,11-Aug-2026,INTERIM DIVIDEND - RS 6.25 PER SHARE 11-Aug-2026,{'isSLBSec': True},11,2026-09-13
TATACAP,0.0,0,5.55,300,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,27-Jul-2026,DIVIDEND - RE 0.57 PER SHARE 27-Jul-2026,{'isSLBSec': True},11,2026-09-13
KAYNES,0.0,0,0.0,0,0.0,3505.0,3375.0,130.0,3.71,0,0.0,0,0.0,0.0,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},12,2026-09-13
PIIND,0.0,0,0.0,0,0.0,2259.0,2210.9,48.1,2.13,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},12,2026-09-13
INOXWIND,0.0,0,0.0,0,0.0,76.5,75.0,1.5,1.96,0,0.0,0,0.0,0.0,29-Jul-2025,RIGHTS 5:78 @ PREMIUM RS 110/- 29-Jul-2025,{'isSLBSec': True},12,2026-09-13
LTM,0.0,0,0.0,0,0.0,4275.0,4196.6,78.4,1.83,0,0.0,0,0.0,0.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},12,2026-09-13
WIPRO,0.0,0,0.0,0,0.0,167.4,164.51,2.89,1.73,0,0.0,0,0.0,0.0,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},12,2026-09-13
BDL,0.0,0,0.0,0,0.0,1190.0,1169.5,20.5,1.72,0,0.0,0,0.0,0.0,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},12,2026-09-13
LODHA,0.0,0,0.0,0,0.0,1116.9,1097.9,19.0,1.7,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 4.25 PER SHARE 07-Aug-2026,{'isSLBSec': True},12,2026-09-13
DIXON,0.0,0,0.0,0,0.0,13425.0,13205.0,220.0,1.64,0,0.0,0,0.0,0.0,16-Sep-2025,DIVIDEND - RS 8 PER SHARE 16-Sep-2025,{'isSLBSec': True},12,2026-09-13
BLUESTARCO,0.0,0,0.0,0,0.0,1558.0,1537.0,21.0,1.35,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},12,2026-09-13
KFINTECH,0.0,0,0.0,0,0.0,900.0,889.65,10.35,1.15,0,0.0,0,0.0,0.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},12,2026-09-13
MANAPPURAM,0.0,0,0.0,0,0.0,329.0,325.5,3.5,1.06,0,0.0,0,0.0,0.0,17-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 17-Aug-2026,{'isSLBSec': True},12,2026-09-13
HAVELLS,0.0,0,0.0,0,0.0,1111.0,1103.0,8.0,0.72,0,0.0,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},12,2026-09-13
POWERGRID,0.0,0,0.0,0,0.0,269.1,267.25,1.85,0.69,0,0.0,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},12,2026-09-13
OFSS,0.0,0,0.0,0,0.0,11763.0,11687.0,76.0,0.65,0,0.0,0,0.0,0.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},12,2026-09-13
HYUNDAI,0.0,0,0.0,0,0.0,2174.0,2163.6,10.4,0.48,0,0.0,0,0.0,0.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},12,2026-09-13
NAM-INDIA,0.0,0,0.0,0,0.0,1189.6,1185.0,4.6,0.39,0,0.0,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},12,2026-09-13
TECHM,0.0,0,0.0,0,0.0,1541.0,1535.5,5.5,0.36,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 36 PER SHARE 03-Jul-2026,{'isSLBSec': True},12,2026-09-13
SHREECEM,0.0,0,0.0,0,0.0,22570.0,22500.0,70.0,0.31,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 70 PER SHARE 17-Jul-2026,{'isSLBSec': True},12,2026-09-13
GMRAIRPORT,0.0,0,0.0,0,0.0,97.98,97.7,0.28,0.29,0,0.0,0,0.0,0.0,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},12,2026-09-13
COLPAL,0.0,0,0.0,0,0.0,1797.4,1793.1,4.3,0.24,0,0.0,0,0.0,0.0,01-Jun-2026,INTERIM DIVIDEND - RS 24 PER SHARE 01-Jun-2026,{'isSLBSec': True},12,2026-09-13
IRFC,0.0,0,0.0,0,0.0,81.09,80.93,0.16,0.2,0,0.0,0,0.0,0.0,13-Mar-2026,INTERIM DIVIDEND - RS 1.05 PER SHARE 13-Mar-2026,{'isSLBSec': True},12,2026-09-13
KEI,0.0,0,0.0,0,0.0,4578.0,4569.0,9.0,0.2,0,0.0,0,0.0,0.0,28-Jan-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 28-Jan-2026,{'isSLBSec': True},12,2026-09-13
JUBLFOOD,0.0,0,0.0,0,0.0,470.25,469.9,0.35,0.07,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 1.20 PER SHARE 17-Jul-2026,{'isSLBSec': True},12,2026-09-13
SIEMENS,0.0,0,0.0,0,0.0,3957.0,3955.0,2.0,0.05,0,0.0,0,0.0,0.0,29-Jul-2026,DIVIDEND - RS 18 PER SHARE 29-Jul-2026,{'isSLBSec': True},12,2026-09-13
PERSISTENT,0.0,0,0.0,0,0.0,5516.0,5515.0,1.0,0.02,0,0.0,0,0.0,0.0,27-Jul-2026,DIVIDEND - RS 18 PER SHARE 27-Jul-2026,{'isSLBSec': True},12,2026-09-13
KFINTECH,0.0,0,9.0,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},01,2026-09-13
KAYNES,0.0,0,40.8,36,40.8,3505.0,3418.0,87.0,2.48,0,18.47,1568,64005.76,5550406.4,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},O1,2026-09-13
PIIND,15.21,175,21.8,5594,21.9,2259.0,2228.6,30.4,1.35,0,15.38,11822,248498.44,28217931.8,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},O1,2026-09-13
MANAPPURAM,0.0,0,0.0,0,0.0,329.0,325.05,3.95,1.2,0,0.0,0,0.0,0.0,17-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 17-Aug-2026,{'isSLBSec': True},O1,2026-09-13
WIPRO,1.0,15620,1.05,1124,1.0,167.4,165.41,1.99,1.19,0,9.48,2768423,2906844.15,463157167.9,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},O1,2026-09-13
BDL,2.5,5000,8.5,1990,8.5,1190.0,1179.1,10.9,0.92,0,11.34,9535,82573.1,11475372.5,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},O1,2026-09-13
LTM,0.0,0,27.0,437,27.0,4275.0,4243.6,31.4,0.73,0,10.02,24079,686973.87,105971679.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},O1,2026-09-13
BLUESTARCO,10.0,800,10.5,200,10.0,1558.0,1547.3,10.7,0.69,0,10.19,22102,220135.92,33683448.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},O1,2026-09-13
HAVELLS,0.0,0,7.0,1245,0.0,1111.0,1103.5,7.5,0.68,0,10.0,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},O1,2026-09-13
KFINTECH,2.5,575,8.99,30,9.8,900.0,894.2,5.8,0.64,0,17.28,1175,7355.5,1067840.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},O1,2026-09-13
OFSS,16.5,300,22.99,10,24.9,11763.0,11692.0,71.0,0.6,0,3.36,7200,154728.0,84599280.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},O1,2026-09-13
GMRAIRPORT,0.0,0,0.24,13487,0.0,97.98,97.52,0.46,0.47,0,0.0,0,0.0,0.0,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},O1,2026-09-13
CDSL,0.0,0,3.8,1500,0.5,1360.0,1355.4,4.6,0.34,0,0.58,140,70.0,189770.0,17-Jul-2026,DIVIDEND - RS 12.75 PER SHARE 17-Jul-2026,{'isSLBSec': True},O1,2026-09-13
OIL,0.0,0,0.75,4802,0.0,489.8,488.4,1.4,0.29,0,0.0,0,0.0,0.0,04-Sep-2026,DIVIDEND - RE 1 PER SHARE 04-Sep-2026,{'isSLBSec': True},O1,2026-09-13
PATANJALI,0.0,0,4.5,105,0.0,341.0,340.0,1.0,0.29,0,0.0,0,0.0,0.0,21-Aug-2026,INTERIM DIVIDEND - RE 0.80 PER SHARE 21-Aug-2026,{'isSLBSec': True},O1,2026-09-13
CIPLA,0.0,0,5.0,1825,0.0,1366.0,1362.3,3.7,0.27,0,0.58,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 13 PER SHARE 05-Jun-2026,{'isSLBSec': True},O1,2026-09-13
VMM,0.0,0,0.99,300,0.0,101.71,101.45,0.26,0.26,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},O1,2026-09-13
GRASIM,2.0,2923,2.86,850,2.0,3281.9,3273.8,8.1,0.25,0,0.97,21037,41232.52,69863877.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},O1,2026-09-13
PETRONET,0.4,24000,0.65,10000,0.49,287.2,286.5,0.7,0.24,0,2.71,5000,2450.0,1445950.0,12-Jun-2026,DIVIDEND - RS 3 PER SHARE 12-Jun-2026,{'isSLBSec': True},O1,2026-09-13
BAJAJHLDNG,0.0,0,10.0,200,0.0,11134.0,11109.0,25.0,0.22,0,0.0,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 80 PER SHARE & SPECIAL DIVIDEND RS 50 PER SHARE 30-Jun-2026,{'isSLBSec': True},O1,2026-09-13
JINDALSTEL,0.0,0,0.97,500,0.0,1120.5,1118.1,2.4,0.21,0,0.0,0,0.0,0.0,21-Aug-2026,DIVIDEND - RS 2 PER SHARE 21-Aug-2026,{'isSLBSec': True},O1,2026-09-13
AUROPHARMA,0.0,0,10.0,2006,0.0,1679.8,1676.2,3.6,0.21,0,0.0,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},O1,2026-09-13
BANKBARODA,0.0,0,0.0,0,0.0,238.13,237.71,0.42,0.18,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},O1,2026-09-13
IEX,0.0,0,0.0,0,0.0,113.88,113.69,0.19,0.17,0,0.0,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},O1,2026-09-13
MAZDOCK,0.0,0,13.96,1228,0.0,2339.0,2335.4,3.6,0.15,0,19.68,0,0.0,0.0,20-Aug-2026,DIVIDEND - RS 4.62 PER SHARE 20-Aug-2026,{'isSLBSec': True},O1,2026-09-13
FEDERALBNK,0.0,0,0.79,215,0.0,344.5,344.05,0.45,0.13,0,1.15,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},O1,2026-09-13
GODREJCP,0.0,0,0.0,0,0.0,865.0,863.9,1.1,0.13,0,0.0,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},O1,2026-09-13
PIDILITIND,0.0,0,5.0,31877,0.0,1566.9,1564.9,2.0,0.13,0,1.52,0,0.0,0.0,23-Jul-2026,DIVIDEND - RS 11.50 PER SHARE 23-Jul-2026,{'isSLBSec': True},O1,2026-09-13
MOTHERSON,0.0,0,1.0,14351,0.0,164.45,164.27,0.18,0.11,0,0.0,0,0.0,0.0,14-Jul-2026,DIVIDEND - RS 0.25 PER SHARE 14-Jul-2026,{'isSLBSec': True},O1,2026-09-13
MAXHEALTH,0.0,0,7.9,600,0.0,1037.7,1036.6,1.1,0.11,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},O1,2026-09-13
GODFRYPHLP,0.0,0,9.9,195,0.0,1927.0,1925.0,2.0,0.1,0,1.65,0,0.0,0.0,11-Aug-2026,DIVIDEND - RS 33 PER SH 11-Aug-2026,{'isSLBSec': True},O1,2026-09-13
ABB,0.0,0,5.95,40,0.0,7274.0,7267.0,7.0,0.1,0,2.62,0,0.0,0.0,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},O1,2026-09-13
RVNL,0.0,0,0.59,100,0.0,204.9,204.71,0.19,0.09,0,62.35,0,0.0,0.0,18-Aug-2026,DIVIDEND - RE 0.71 PER SHARE 18-Aug-2026,{'isSLBSec': True},O1,2026-09-13
BANDHANBNK,0.0,0,0.0,0,0.0,176.52,176.36,0.16,0.09,0,0.0,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},O1,2026-09-13
TRENT,0.0,0,2.48,500,2.48,2802.4,2799.9,2.5,0.09,0,1.4,7875,19372.5,22216792.5,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},O1,2026-09-13
NAM-INDIA,0.0,0,5.24,59,0.0,1189.6,1188.6,1.0,0.08,0,6.54,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},O1,2026-09-13
JSWENERGY,0.0,0,0.5,1683,0.0,526.45,526.1,0.35,0.07,0,9.04,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},O1,2026-09-13
